"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","A","Y","event","id"
6,0,0.966682172147557,4,0,0.253814275376499,3,0,0.126319540198892,1,1,0.501705111935735,5,1,0.665397380245849,3,0,0.375423776684329,2,1,0.474303934955969,2,0,0.180742962751538,4,1,0.323676957050338,3,1,0.212571312440559,5,0,0.262189716100693,3,1,0.599940196145326,5.38457639049739,6.19868405806158,1,11
2,1,0.913265561219305,3,1,0.075992924394086,2,1,0.230749226408079,1,0,0.177032401552424,5,0,0.218054683646187,1,1,0.986521562561393,5,0,0.858962302096188,3,0,0.485433221794665,4,1,0.520245648222044,2,0,0.985954424832016,2,0,0.106089394073933,1,1,0.8648690902628,0.314499600790441,0.557170903936566,1,12
3,0,0.283607087098062,4,1,0.405162196606398,3,1,0.693017714656889,1,1,0.882849350338802,1,1,0.88815324450843,3,1,0.28173862118274,2,0,0.755974048282951,4,1,0.0511219229083508,3,0,0.0192094261292368,4,0,0.577208216534927,5,0,0.955963098909706,3,0,0.959862865740433,0.0589018454775214,1.48443782581642,0,13
2,1,0.457809080369771,2,0,0.196216810727492,6,0,0.372274444438517,4,0,0.834321483969688,2,1,0.475068245083094,3,0,0.727938078111038,3,0,0.0375277942512184,1,1,0.338588167214766,3,1,0.45804950571619,4,1,0.514604891184717,4,1,0.66008125199005,5,1,0.270794745068997,0.0172773143276572,1.17106672800022,1,14
5,0,0.868902712129056,3,0,0.335161338793114,4,0,0.942064463626593,1,0,0.471985829295591,1,0,0.685638571158051,5,1,0.659417334012687,3,0,0.164443915709853,5,0,0.918969481484964,6,1,0.428803507471457,4,0,0.77001069043763,2,1,0.908920777961612,3,0,0.271752120461315,9.19123995117843,13.4254308166986,0,15
4,0,0.516551631037146,4,0,0.34939313842915,1,0,0.0713498129043728,2,0,0.139885799726471,3,1,0.129910806659609,5,0,0.765495571773499,1,1,0.994495258899406,6,1,0.622504881117493,3,0,0.715648224111646,1,1,0.28084245393984,5,0,0.642712872941047,6,1,0.879296719795093,3.57945822179317,4.23358084187089,1,16
3,1,0.265877143479884,2,0,0.443410919746384,3,1,0.452663845848292,2,0,0.521141263423488,5,0,0.859972725622356,5,1,0.565239143790677,1,0,0.932944714324549,4,1,0.376185932895169,1,1,0.493333422578871,4,1,0.0152317516040057,6,0,0.254855366423726,4,1,0.574340491555631,2.17061827424914,3.3414641021982,0,17
3,0,0.868621321860701,3,1,0.256458312738687,3,1,0.441917387070134,1,0,0.878932921914384,2,1,0.878437388921157,1,1,0.196900384034961,6,1,0.696203543106094,4,1,0.0030858269892633,5,0,0.0995292854495347,3,0,0.786761183058843,1,0,0.0167826293036342,5,1,0.260945399058983,3.91555309761316,5.05112871294841,0,18
2,0,0.69016597350128,4,1,0.149530128808692,3,0,0.679977539926767,2,0,0.426836106926203,5,1,0.249082914553583,1,1,0.92940449854359,1,0,0.531698868609965,2,0,0.958694018656388,3,1,0.214972400804982,4,0,0.52880276972428,4,0,0.150844326475635,2,1,0.0193577841855586,8.39630817063153,10.1555852405027,0,19
1,0,0.594510346651077,5,0,0.431228864239529,6,0,0.431907535064965,2,1,0.322784137213603,2,0,0.392833126941696,6,1,0.232406094204634,4,1,0.51259278669022,3,1,0.319673687918112,1,1,0.350347731495276,2,1,0.71827398869209,6,0,0.311994027346373,3,1,0.526188225951046,2.56098341196775,2.62933422674278,1,20
2,1,0.923572383122519,6,0,0.707169879460707,3,0,0.882194896694273,3,1,0.692980708321556,2,0,0.605576026719064,3,0,0.236692758277059,6,1,0.968980903970078,4,1,0.574177084723487,3,1,0.0132578818593174,6,1,0.602011234965175,3,1,0.884451953461394,6,0,0.0991112533956766,0.228152493946254,0.680631908280126,1,21
3,0,0.149382847361267,3,1,0.429774474818259,3,1,0.699020596919581,5,0,0.342597753973678,4,1,0.931903234217316,6,0,0.446576574351639,5,0,0.0221612395253032,4,1,0.707549931714311,4,0,0.995506535982713,1,1,0.936379401478916,1,1,0.68095642933622,1,1,0.802491268143058,0.473259249702096,0.605079329106957,0,22
4,0,0.806451119482517,3,1,0.472461929079145,1,1,0.410140409134328,3,1,0.693538439227268,5,0,0.814182323636487,6,1,0.794929920230061,2,0,0.635653593810275,3,0,0.418783691246063,3,1,0.844556668307632,3,1,0.896099909674376,1,1,0.0387621242552996,2,0,0.112573686987162,1.82450830470771,1.93189668908467,0,23
4,1,0.31144602317363,2,0,0.994097140152007,1,0,0.375308063579723,4,0,0.215625960379839,1,0,0.477276195771992,5,1,0.658889743266627,2,1,0.359485395485535,1,1,0.329494757112116,2,1,0.483793603023514,3,0,0.404319938505068,4,0,0.0114882534835488,1,0,0.307724081678316,1.67316570878029,1.80955950831986,0,24
6,0,0.920874469680712,6,0,0.914788508787751,6,0,0.108355254866183,5,0,0.252130751498044,2,0,0.850690186955035,6,0,0.471742557128891,6,1,0.488820936297998,5,1,0.767654267605394,4,0,0.50526363006793,6,0,0.943350448738784,5,1,0.926462423056364,2,0,0.222898114239797,2.10751569829881,3.95313806980056,0,25
4,0,0.649581047240645,3,1,0.803843081695959,1,1,0.345764938741922,5,1,0.921807635342702,1,0,0.604076074436307,2,1,0.556638522306457,1,1,0.409322515595704,4,0,0.101595194777474,5,0,0.0197914384771138,3,0,0.86405607778579,3,0,0.947226787451655,4,0,0.0621192334219813,7.48834293335676,7.63876801279063,0,26
5,0,0.178356546210125,3,1,0.99699667096138,4,0,0.821959572611377,6,0,0.427410986507311,3,1,0.247244546888396,3,0,0.339402150828391,5,1,0.122707998612896,3,1,0.52282775240019,6,0,0.883695981232449,6,1,0.737910061609,2,0,0.764137166319415,5,0,0.361626986879855,2.61079426854849,2.76783954028035,1,27
3,1,0.44137963000685,2,0,0.570359901990741,3,0,0.418899130309001,2,1,0.342666258336976,3,1,0.44832109240815,3,0,0.510805144906044,2,1,0.519803861854598,1,0,0.624690101481974,2,0,0.993288951460272,4,0,0.606535108061507,2,1,0.35473243589513,5,0,0.395387997850776,1.05240917764604,1.61068149376661,0,28
1,0,0.754639229737222,1,0,0.34620394045487,5,1,0.988198563456535,5,1,0.289691534359008,5,0,0.111805541906506,2,1,0.874849575571716,6,0,0.552740263286978,2,1,0.991747977910563,3,0,0.375860566506162,6,1,0.185020150151104,6,1,0.875213232822716,3,0,0.306443745968863,13.849365292117,15.7388347830086,1,29
3,0,0.257692663930357,3,0,0.365344795864075,4,0,0.114880022127181,2,0,0.64532631658949,6,1,0.665573781821877,5,0,0.216348021058366,2,0,0.667043337132782,6,0,0.71285402867943,4,1,0.850946198683232,4,0,0.688317734049633,4,0,0.381938356673345,1,1,0.161451489431784,0.329339294694364,0.96388223606034,0,30
4,1,0.998937765602022,3,0,0.481981131481007,6,0,0.45700446725823,3,0,0.31134949461557,3,0,0.971203326247633,6,1,0.349215843714774,3,0,0.637515334412456,3,0,0.124082462396473,5,0,0.12989595416002,1,1,0.373665203806013,2,0,0.619845533277839,2,0,0.843262593494728,0.23904477711767,0.250170020986077,1,31
2,0,0.522450140910223,6,0,0.27168985735625,6,0,0.931359854992479,6,1,0.107452234951779,5,0,0.539182547014207,5,0,0.419036242645234,3,0,0.0969681027345359,1,0,0.0504573618527502,3,1,0.81688320892863,5,1,0.55606265203096,3,0,0.626205606386065,4,0,0.648292731959373,2.97731917817146,5.32261800291216,1,32
6,0,0.998112822184339,3,0,0.591494459658861,3,1,0.0609053538646549,3,1,0.400444219121709,4,0,0.673790493514389,3,1,0.941948786145076,2,1,0.118389324052259,6,0,0.0921864621341228,4,1,0.00207587005570531,6,1,0.921840338269249,6,1,0.697016830788925,1,0,0.171927501447499,6.01474184077233,7.22675754364509,1,33
5,1,0.402608430478722,5,1,0.293002046644688,2,1,0.576948070898652,6,1,0.185657777590677,1,1,0.492505273781717,4,0,0.484372958075255,4,1,0.894676929805428,5,1,0.655338681535795,5,0,0.194520084187388,6,1,0.872443342814222,3,1,0.707663285546005,2,1,0.238801404135302,0.519354827702045,1.3813513748449,1,34
5,0,0.584302423056215,6,1,0.824456976959482,3,0,0.929825239349157,1,1,0.905396687798202,1,1,0.640449863160029,4,1,0.248640007572249,1,0,0.482073395512998,2,1,0.920844589360058,4,0,0.59831151785329,3,0,0.683316150447354,4,1,0.595275928732008,4,1,0.268289742292836,6.47087290417403,7.46146636023157,1,35
6,0,0.891811889130622,1,1,0.402539790840819,2,0,0.646496885456145,1,1,0.575878392439336,5,0,0.306447979528457,3,1,0.696483025792986,2,1,0.959409642964602,1,1,0.177455195458606,6,1,0.86719386279583,1,0,0.433920990210027,4,0,0.0980771372560412,1,1,0.144546147203073,1.48393993731588,3.61596420865955,0,36
6,1,0.853427120717242,2,0,0.20885588764213,5,1,0.211659189779311,4,1,0.255996679654345,3,1,0.488776097074151,4,0,0.767797437263653,4,1,0.884450529469177,2,1,0.38344023283571,4,1,0.396954320836812,6,0,0.743830499937758,5,1,0.439775676233694,4,0,0.575627684127539,0.0783826690167189,0.092427713168043,1,37
5,0,0.429233127040789,3,0,0.296164959901944,3,1,0.260022551286966,2,0,0.787942818831652,3,0,0.934743371792138,6,0,0.0906110322102904,6,1,0.110354646807536,3,0,0.268203564686701,2,1,0.0797947880346328,1,0,0.243763681966811,1,0,0.343735468108207,4,1,0.414220708888024,5.86875202134252,5.90411961854746,0,38
1,0,0.278772598598152,4,1,0.374461398925632,4,0,0.792543364223093,4,1,0.40181915811263,5,1,0.188098341226578,4,1,0.0264739510603249,2,0,0.470926230307668,3,0,0.0981884156353772,4,0,0.919112324947491,1,1,0.729973431909457,2,0,0.0581641383469105,4,0,0.773792973253876,1.02350569795817,2.40130560435429,1,39
5,1,0.891857965383679,4,1,0.599570155143738,5,0,0.868235912872478,3,1,0.151668867561966,3,1,0.0528748817741871,4,0,0.212435381254181,1,0,0.729563592700288,4,1,0.892190719023347,6,0,0.689401966985315,6,1,0.0452703421469778,5,1,0.741267074132338,1,1,0.240906078834087,0.132681801915169,0.400041524773759,1,40
4,0,0.987307742703706,3,1,0.75786119280383,6,1,0.740312920184806,6,0,0.365988612174988,4,1,0.0911791364196688,5,1,0.103970885975286,2,1,0.34143106569536,2,1,0.457951445598155,5,0,0.130010146880522,1,1,0.193641067715362,5,0,0.133627210045233,4,1,0.647743181558326,8.19845194928348,8.48817429660509,0,41
3,0,0.139589204452932,1,0,0.779753310140222,6,0,0.763752458849922,6,0,0.207959912251681,2,0,0.503439619671553,2,0,0.886050064116716,2,1,0.336979048093781,1,1,0.807646584464237,4,0,0.0815531462430954,2,1,0.361157613573596,2,0,0.719300878467038,6,0,0.908859826158732,0.761348637752235,1.69507993424901,1,42
6,0,0.540398288751021,1,0,0.429202102823183,2,1,0.659043978434056,6,0,0.101585090626031,1,1,0.550378051353619,4,0,0.241260977927595,3,0,0.583774640224874,3,1,0.912425481947139,5,0,0.561552200466394,2,0,0.73778157052584,4,1,0.836645774310455,3,1,0.790649438044056,1.36088917497545,1.42594841055325,1,43
1,1,0.310585927451029,3,0,0.56955105252564,5,0,0.0784597462043166,1,1,0.780713283689693,6,0,0.834896655753255,5,0,0.63668298185803,6,1,0.20807014266029,4,1,0.907778649125248,5,0,0.677242368925363,1,1,0.924868021858856,5,0,0.934364255517721,3,0,0.118108788039535,2.96689267270267,4.48028831986903,1,44
1,1,0.852080375188962,2,0,0.1563256890513,6,1,0.372592984465882,3,1,0.534579712431878,5,1,0.675333595369011,1,0,0.0510511277243495,3,1,0.00103485072031617,3,0,0.920914561022073,3,0,0.418989086290821,2,0,0.763179386034608,4,1,0.743611306417733,2,0,0.098047643667087,0.204756623134017,0.343660457179121,1,45
1,0,0.0435301223769784,6,1,0.27905631554313,2,1,0.958445966243744,5,0,0.793784389272332,5,1,0.085383911151439,4,0,0.752388639608398,5,0,0.881387560162693,2,1,0.555025388021022,4,0,0.934721043566242,1,1,0.427188940811902,3,1,0.120984097709879,5,1,0.776846937369555,0.365228625014424,1.19419026343773,0,46
6,0,0.372172284405679,5,1,0.752403353573754,3,0,0.0249295672401786,6,0,0.149399259127676,1,1,0.17959715728648,2,0,0.989194340072572,5,1,0.680552774574608,6,1,0.036705374950543,6,1,0.0616548759862781,4,1,0.432162944925949,6,1,0.497156734345481,1,1,0.55289466609247,2.21629464067519,2.70203231435856,1,47
3,1,0.515976577065885,5,1,0.0435011107474566,3,1,0.604379054624587,1,0,0.588330281898379,3,0,0.0451307678595185,6,1,0.941524004330859,4,0,0.388322574784979,4,0,0.705477672861889,5,0,0.0359533757437021,2,0,0.16561712231487,3,0,0.856331951683387,3,1,0.656398370163515,0.252898083999753,0.598030124480526,0,48
1,0,0.767763015115634,1,1,0.755054536275566,1,1,0.0106069545727223,1,0,0.498148099519312,3,0,0.267478293273598,4,0,0.447569177951664,3,1,0.551971201319247,3,0,0.73769216099754,5,1,0.733230559621006,2,0,0.435758256120607,5,0,0.371312906965613,2,0,0.113274055533111,1.51514424942434,3.31808517524801,0,49
1,1,0.287349857855588,4,0,0.404876509448513,6,1,0.454542385647073,3,0,0.78561627282761,5,1,0.583101806929335,6,0,0.689362678444013,5,0,0.979847222799435,3,1,0.938727371860296,2,1,0.0107393206562847,1,1,0.170773590216413,2,1,0.252748345956206,1,1,0.234049374470487,3.88431188184768,5.66651560203932,0,50
6,0,0.816648775711656,2,0,0.927861518925056,1,1,0.111329520586878,6,1,0.728420255007222,5,0,0.886412033578381,2,1,0.0673415858764201,6,1,0.104752454906702,2,1,0.237905370304361,2,0,0.362361331470311,6,0,0.606197125278413,6,1,0.73554553068243,4,0,0.373559704748914,0.600607483647764,3.63850906322056,0,51
4,0,0.00527347554452717,6,1,0.853438231628388,3,1,0.279118681093678,6,1,0.146442248718813,5,0,0.528250305447727,4,1,0.571874046698213,3,0,0.626012342283502,5,1,0.732498431578279,2,1,0.00983472005464137,2,0,0.27881192159839,4,0,0.0880878078751266,5,0,0.686413253424689,2.14703741949052,2.90877147267262,0,52
6,1,0.022309604100883,1,0,0.439849691232666,1,0,0.51088737254031,4,1,0.35485445917584,2,0,0.340004083700478,3,1,0.0326546682044864,2,0,0.121411238797009,3,1,0.676998968468979,4,1,0.103145143482834,4,0,0.931080733193085,1,0,0.85491109942086,2,0,0.424312602728605,1.17057876195759,3.20720692228951,1,53
3,1,0.242970612132922,4,0,0.0918412052560598,2,1,0.317656363826245,4,1,0.663921018829569,6,0,0.427924716845155,5,1,0.25895761535503,5,1,0.605188206071034,1,1,0.522797185461968,3,0,0.308127610944211,5,0,0.161851027281955,3,0,0.165231558959931,4,1,0.308290877379477,3.28328250907362,4.27436906074475,1,54
5,1,0.831358972936869,3,0,0.14250339474529,2,1,0.92624538182281,3,1,0.161583651788533,3,0,0.164030596846715,1,0,0.515587371075526,4,0,0.984097704524174,3,0,0.0649497469421476,6,1,0.00354239391162992,1,0,0.924143583513796,2,0,0.179636137327179,2,1,0.979815904283896,0.373546732589602,0.473762909177435,1,55
6,1,0.0740482958499342,1,1,0.0503282127901912,4,0,0.764396017650142,1,1,0.0806713420897722,5,0,0.345827232114971,5,0,0.275904993060976,2,0,0.298899826826528,6,1,0.701612080214545,1,0,0.775413085240871,4,0,0.769272374222055,6,1,0.365214952733368,6,0,0.352297596167773,4.28380316589028,5.11567065395795,1,56
3,1,0.11186635773629,3,1,0.782028402434662,4,0,0.337554756551981,2,0,0.493941966909915,2,1,0.399505134439096,1,0,0.717167025431991,1,0,0.291647149249911,2,1,0.644441985990852,6,0,0.295580870704725,5,1,0.0510348344687372,1,1,0.78104089689441,1,0,0.956696384819224,3.57533968053758,4.51714026974514,0,57
6,1,0.623944004997611,6,1,0.840025607729331,6,0,0.914011519169435,5,0,0.976021945709363,1,1,0.0297189876437187,4,0,0.500320582417771,6,0,0.66778659587726,3,0,0.116695692995563,4,0,0.632344282465056,5,1,0.268939805915579,3,0,0.0103336432948709,4,0,0.7696328391321,0.280277919955552,0.747590536853556,1,58
4,1,0.671081800479442,4,0,0.681718560634181,5,0,0.309363096021116,5,1,0.746524706948549,3,1,0.0886054148431867,1,0,0.449083483079448,3,1,0.954330244800076,5,0,0.460221580695361,6,1,0.208250062307343,5,0,0.736687552649528,6,1,0.717270852997899,2,0,0.592164891539142,0.51237375009805,0.868783349067891,1,59
3,0,0.365894210059196,2,0,0.857860681833699,6,1,0.124794245231897,2,1,0.754860310349613,1,0,0.151043036486953,1,1,0.963389612967148,5,1,0.315145662520081,6,0,0.0708466640207916,2,0,0.647671028506011,3,1,0.220767162041739,3,0,0.0989960862789303,6,1,0.209430698538199,1.21352646965533,2.26336708987783,1,60
3,0,0.183181387605146,6,0,0.216920904116705,4,0,0.932150813983753,1,0,0.214225997217,3,1,0.208912074798718,6,0,0.397828064160421,4,1,0.112203264608979,3,1,0.897006139857695,1,1,0.762358446139842,3,0,0.156208199914545,2,0,0.347898955456913,1,1,0.318704552482814,0.0388184562325478,1.83519976105794,1,61
3,0,0.0267197021748871,3,0,0.626315209781751,2,1,0.120065691648051,5,1,0.483989997766912,5,0,0.933855364564806,5,0,0.764120676089078,1,1,0.648974972311407,4,1,0.186302584363148,3,0,0.71069132653065,3,1,0.995083579793572,6,0,0.296445137588307,2,0,0.282200826797634,0.194362481124699,0.465893832345804,0,62
6,1,0.490452522644773,1,1,0.554309409577399,6,0,0.427801098441705,1,1,0.770051514729857,4,0,0.97809473099187,5,0,0.983889242168516,1,1,0.250968870706856,6,0,0.516038505593315,2,1,0.370466697728261,5,0,0.720222484553233,1,1,0.818613031413406,4,1,0.755436031147838,0.0962034100666642,0.973587540985267,1,63
4,0,0.595927962567657,5,1,0.343154121655971,4,1,0.58704512915574,4,0,0.661712083267048,3,1,0.745126430410892,2,0,0.515440235612914,6,1,0.145363264949992,4,0,0.897785889450461,1,1,0.351276566972956,1,0,0.981345714768395,2,0,0.165030388860032,3,0,0.702674229396507,1.33331539109349,3.72545658730453,1,64
3,1,0.95614354731515,2,0,0.655334211187437,6,0,0.076184626435861,3,0,0.0157728097401559,4,0,0.351580835646018,2,1,0.347205398371443,2,0,0.525690550915897,5,1,0.823854993097484,4,0,0.556752341799438,2,1,0.29143455857411,4,0,0.523288308409974,1,1,0.449534561717883,0.0265169655904174,0.737155785466272,1,65
6,0,0.358389121713117,6,1,0.849807288264856,1,0,0.635364875663072,1,1,0.605979971587658,2,0,0.816693098051473,3,0,0.153566812397912,1,1,0.419213664717972,1,1,0.621841917512938,4,1,0.560668753227219,6,0,0.872598438290879,4,0,0.208965833066031,1,1,0.731382040772587,2.61787523049861,3.12501784149375,1,66
6,1,0.179455734789371,1,1,0.336484233150259,1,1,0.734049579128623,3,0,0.794400340411812,3,1,0.318059974350035,2,1,0.261738077038899,1,0,0.197530640987679,3,1,0.263621428981423,3,1,0.782371118431911,4,0,0.596469901036471,4,0,0.00693819741718471,5,1,0.41633702092804,0.280937645584345,3.13114072760211,1,67
5,1,0.992507245857269,6,1,0.894048942020163,4,1,0.0457878336310387,4,1,0.556956309592351,3,0,0.907762258779258,2,1,0.126341463066638,3,1,0.430496773216873,4,0,0.140433458145708,1,0,0.365421943133697,2,1,0.378448301693425,3,1,0.93335315422155,3,0,0.990258251549676,0.298711587674916,0.354637927369733,1,68
4,1,0.0307017399463803,2,0,0.968965157400817,2,1,0.354259700980037,1,1,0.950911231106147,2,1,0.769002600805834,6,1,0.69533191784285,5,1,0.769382501253858,2,1,0.890039127087221,6,1,0.0365289212204516,4,1,0.815015117870644,3,1,0.520553241018206,6,0,0.0932045576628298,6.90310739446431,7.95273690717295,0,69
4,0,0.723105238052085,5,0,0.697786235483363,3,0,0.847761823562905,3,0,0.732051714323461,3,0,0.83975539309904,6,1,0.55942074675113,3,1,0.567687639268115,4,1,0.146138936746866,6,1,0.21645175665617,3,0,0.400580034125596,3,0,0.768471423536539,3,0,0.59420574712567,1.85836420860142,1.86075454041652,0,70
3,1,0.0444233012385666,1,1,0.709437418030575,5,0,0.68778369622305,2,1,0.280179020948708,2,0,0.306553449016064,6,0,0.620047361589968,4,0,0.901718933833763,1,1,0.772707013180479,4,0,0.271841587498784,1,1,0.324413244845346,6,1,0.0620384179055691,2,0,0.749131493968889,8.93577199894935,8.93744318357979,0,71
1,1,0.282239745836705,4,1,0.313336697407067,1,0,0.00179029954597354,2,0,0.29085257765837,5,0,0.223491970216855,4,0,0.921550462022424,6,0,0.172146626748145,5,0,0.209029375342652,4,1,0.864065855974331,4,0,0.443922260776162,4,1,0.749628511723131,5,0,0.266609962796792,5.03334810491651,6.04827304913973,0,72
6,1,0.0579038611613214,2,0,0.368402724387124,2,0,0.664439599961042,1,1,0.219350156607106,6,1,0.295973993605003,4,1,0.696324792457744,1,1,0.748775601387024,5,1,0.213267363840714,5,1,0.18982244306244,5,0,0.145483998116106,5,1,0.237790418323129,5,1,0.567851123400033,0.820562825538218,3.14046772637168,1,73
2,1,0.65785947185941,5,1,0.172174075385556,6,0,0.155118177644908,2,1,0.767220951849595,1,0,0.138022562954575,3,1,0.663462227908894,3,0,0.753515270305797,5,1,0.808318911818787,2,0,0.501244397601113,1,0,0.154484966536984,3,0,0.97831298946403,2,0,0.669189519947395,0.836777733638883,1.64631107373888,1,74
5,0,0.900996441487223,2,1,0.618742370977998,3,0,0.481545121176168,4,0,0.541964537929744,5,1,0.118673717835918,2,1,0.324984848964959,2,1,0.379616556223482,1,1,0.224878115579486,2,1,0.505625936435536,2,1,0.796394822187722,1,0,0.183752691140398,3,1,0.16023401170969,0.00760471448302269,0.905842575399826,0,75
3,0,0.481952172936872,6,0,0.584010117454454,5,1,0.113868408137932,4,1,0.788449773564935,2,1,0.308942082803696,1,0,0.259051139466465,4,1,0.092227425891906,2,0,0.597181357908994,3,1,0.687852716539055,4,0,0.294824389042333,6,1,0.836141953011975,1,1,0.792777298949659,1.51298614218831,3.19885025472802,1,76
5,1,0.718140758341178,2,0,0.183547443011776,4,1,0.87249627453275,4,0,0.889999359846115,1,0,0.549724662909284,1,1,0.660350006539375,1,1,0.0139175287913531,1,1,0.752616330515593,1,0,0.947181988973171,2,1,0.315669884905219,5,1,0.436541242757812,5,0,0.95775710628368,0.053002149797976,0.801738839464994,1,77
4,0,0.670357310911641,4,0,0.264254384674132,3,1,0.426945796003565,3,0,0.346596679883078,2,1,0.992201132001355,5,0,0.162849775748327,5,0,0.464763563359156,5,0,0.601590549340472,1,1,0.495310660917312,2,0,0.431280624121428,5,0,0.943300042534247,5,0,0.108894602395594,3.18573345430195,3.36045255496477,0,78
5,1,0.369554270990193,6,0,0.777882085880265,6,1,0.274337381590158,2,0,0.727881980361417,4,1,0.565707198809832,5,0,0.218348987167701,4,0,0.364072921918705,1,1,0.378859544172883,6,0,0.602268548449501,4,1,0.247753093251958,5,0,0.175315634347498,6,1,0.00744068808853626,0.552304438315332,1.45670211772593,1,79
4,0,0.987303668633103,2,0,0.285131519194692,3,0,0.71132998005487,4,0,0.135086459340528,1,1,0.260416240431368,6,1,0.728896852582693,2,0,0.219180977670476,6,0,0.771798524074256,5,1,0.746825025649741,1,0,0.255646104225889,5,1,0.216972349677235,6,1,0.0366154005751014,3.52602533530444,5.87999920191521,0,80
4,1,0.357945790048689,1,0,0.784450600389391,5,1,0.350906903855503,3,1,0.269431914202869,1,1,0.444512078771368,5,0,0.359939280664548,1,1,0.764824938494712,4,1,0.423560987459496,4,0,0.366577341919765,5,0,0.2168369514402,2,1,0.0162943850737065,6,1,0.477354732574895,2.0035820780322,2.34760345813508,0,81
5,1,0.278885731939226,1,0,0.880527405301109,2,0,0.824181534349918,1,0,0.0260811226908118,4,1,0.563530452549458,6,0,0.326574648963287,3,0,0.886189709883183,4,1,0.141131483018398,2,0,0.252320089610294,4,0,0.776042863028124,1,0,0.163342227227986,2,1,0.814075815491378,0.801304006017745,2.47156291863545,1,82
1,0,0.295218331972137,3,1,0.925328093813732,4,0,0.483190573751926,6,1,0.642230891389772,6,0,0.905006286688149,3,0,0.571157868485898,3,1,0.570723320823163,5,0,0.969070309074596,3,1,0.61559697217308,5,1,0.395314031513408,2,1,0.687062938231975,5,0,0.121083950856701,0.0818058615550399,0.218313737617185,0,83
